User_ID;Status;Age;Gender;Education_Level;Marital_Status;Income_Category;User_Level;Usage_Duration;Services_Used;Months_Inactive;Total_Spending;Total_Transaction
714070758;Existing Customer;49;M;High School;Single;$80K - $120K;Blue;38;4;3;1564;35
714107958;Existing Customer;45;M;Graduate;Single;$40K - $60K;Blue;36;4;4;1465;34
789140283;Existing Customer;53;M;Graduate;Single;$80K - $120K;Blue;42;5;4;1286;29
715550508;Existing Customer;45;F;Unknown;Married;Unknown;Blue;28;5;1;1312;20
719712633;Existing Customer;64;M;Graduate;Married;Less than $40K;Blue;52;6;4;1673;32
772629333;Existing Customer;45;M;Graduate;Married;$40K - $60K;Blue;35;5;4;1313;30
720336708;Existing Customer;53;M;Doctorate;Married;$40K - $60K;Blue;35;5;3;1609;42
802013583;Existing Customer;56;M;College;Married;$120K +;Blue;50;3;2;1158;19
711887583;Attrited Customer;47;M;Unknown;Married;$80K - $120K;Blue;37;2;3;836;18
714778833;Existing Customer;49;F;College;Single;Unknown;Blue;43;4;4;1289;22
713843283;Existing Customer;41;F;Unknown;Married;Unknown;Silver;34;5;3;1487;26
779155158;Existing Customer;53;M;Graduate;Married;$120K +;Blue;34;6;2;1259;33
721091583;Existing Customer;44;F;Graduate;Single;Less than $40K;Blue;32;3;3;1298;15
713572683;Existing Customer;44;M;High School;Unknown;$60K - $80K;Blue;25;3;3;1226;34
716657058;Existing Customer;43;F;Post-Graduate;Married;Less than $40K;Blue;33;2;3;1566;37
779509983;Existing Customer;53;M;Post-Graduate;Single;$120K +;Blue;36;6;1;1022;21
717929133;Existing Customer;44;M;Uneducated;Married;$60K - $80K;Blue;36;5;2;1235;30
808284783;Existing Customer;62;F;Unknown;Married;Less than $40K;Blue;56;6;0;1951;44
708476808;Existing Customer;54;M;Unknown;Divorced;$120K +;Blue;36;6;3;1047;31
710916408;Existing Customer;57;M;Graduate;Married;$60K - $80K;Blue;39;4;3;1342;32
708492558;Existing Customer;42;M;Unknown;Married;$60K - $80K;Blue;36;5;3;1107;21
799825758;Existing Customer;42;M;High School;Divorced;$60K - $80K;Blue;36;5;1;1251;35
718619883;Existing Customer;54;F;Uneducated;Married;Less than $40K;Blue;36;2;2;1305;24
711844758;Existing Customer;48;M;Graduate;Single;$80K - $120K;Blue;35;6;1;1388;37
714798783;Existing Customer;49;M;Graduate;Single;$80K - $120K;Blue;36;6;2;1235;18
826762908;Existing Customer;52;M;High School;Unknown;$80K - $120K;Blue;48;3;2;2089;36
771894558;Existing Customer;50;M;High School;Single;$80K - $120K;Blue;39;4;1;1626;25
721074183;Existing Customer;49;M;Doctorate;Married;$60K - $80K;Blue;36;4;6;1111;24
715259583;Existing Customer;53;F;High School;Married;Less than $40K;Blue;44;3;2;1553;38
718414008;Existing Customer;50;M;Graduate;Single;$120K +;Blue;36;3;2;1064;13
719666283;Existing Customer;55;F;Doctorate;Married;Less than $40K;Blue;36;4;1;1243;29
714877233;Existing Customer;53;M;High School;Married;$80K - $120K;Blue;47;3;2;1659;38
785387883;Existing Customer;47;F;High School;Single;$40K - $60K;Blue;41;4;3;1594;47
771075258;Existing Customer;55;M;College;Single;$120K +;Silver;42;2;3;1268;42
711318033;Existing Customer;47;M;Graduate;Single;$60K - $80K;Blue;36;4;2;1304;24
783554958;Existing Customer;58;M;Graduate;Single;$120K +;Blue;52;6;1;1368;30
720201033;Attrited Customer;53;M;Graduate;Married;$80K - $120K;Blue;41;3;3;720;23
718039683;Existing Customer;52;M;High School;Single;$40K - $60K;Blue;45;3;1;1521;29
710806083;Existing Customer;50;F;Uneducated;Unknown;Less than $40K;Silver;36;4;2;1137;30
714752208;Existing Customer;42;F;Graduate;Married;Less than $40K;Blue;36;5;1;978;16
822063408;Existing Customer;43;M;Unknown;Married;$40K - $60K;Blue;39;5;1;1221;16
714490308;Existing Customer;57;M;Graduate;Married;$80K - $120K;Blue;46;3;2;1565;28
713356833;Existing Customer;52;M;Graduate;Married;$80K - $120K;Blue;43;3;1;1578;34
711402333;Existing Customer;47;M;Doctorate;Single;Less than $40K;Blue;37;2;1;1493;32
708296883;Existing Customer;44;F;Graduate;Single;$40K - $60K;Blue;38;3;1;1178;27
719154483;Existing Customer;53;M;High School;Divorced;$60K - $80K;Blue;36;5;3;991;26
717721458;Existing Customer;45;M;College;Divorced;$60K - $80K;Blue;40;5;1;2560;42
711112683;Existing Customer;63;F;College;Married;Unknown;Blue;36;6;2;1657;29
715674483;Existing Customer;39;F;Post-Graduate;Single;Less than $40K;Blue;27;4;2;1204;19
789322833;Attrited Customer;48;F;High School;Married;Less than $40K;Blue;38;1;3;673;18
789968058;Existing Customer;51;M;Unknown;Single;$120K +;Blue;42;6;2;1131;18
709919283;Existing Customer;54;M;Graduate;Married;$80K - $120K;Blue;34;2;3;1576;25
718744008;Existing Customer;59;F;Graduate;Single;Less than $40K;Blue;36;3;2;1217;20
767712558;Attrited Customer;59;M;College;Single;$60K - $80K;Blue;53;2;3;530;10
712950783;Attrited Customer;48;F;Uneducated;Married;Less than $40K;Blue;38;3;2;739;16
716104983;Existing Customer;41;F;Graduate;Single;Less than $40K;Blue;32;6;3;1617;31
818839983;Existing Customer;55;M;Graduate;Married;$120K +;Blue;50;3;2;1592;34
772288758;Existing Customer;47;F;Graduate;Married;Unknown;Blue;36;4;1;1343;30
712350858;Existing Customer;41;M;High School;Married;$80K - $120K;Blue;24;4;1;1303;39
711009708;Existing Customer;40;M;High School;Single;$80K - $120K;Blue;28;5;1;1351;22
712720158;Existing Customer;68;M;Graduate;Married;Unknown;Blue;56;5;2;1910;32
712215258;Existing Customer;50;F;Graduate;Single;$40K - $60K;Silver;31;2;2;1298;22
773827008;Existing Customer;47;M;Uneducated;Single;$60K - $80K;Blue;41;6;2;1087;29
795232683;Existing Customer;53;F;College;Married;Less than $40K;Blue;47;4;2;1439;26
713786508;Existing Customer;42;F;Unknown;Married;$40K - $60K;Blue;36;3;3;1238;28
713539833;Existing Customer;48;F;High School;Single;$40K - $60K;Blue;38;6;1;1716;29
712454058;Existing Customer;49;M;Doctorate;Married;$120K +;Blue;38;6;1;1099;27
718759833;Existing Customer;44;F;Uneducated;Married;Unknown;Silver;35;4;3;1058;24
718803333;Existing Customer;43;F;Graduate;Divorced;Less than $40K;Blue;34;2;3;1285;29
720253908;Existing Customer;56;M;High School;Married;$80K - $120K;Blue;43;5;2;1651;28
714133158;Existing Customer;59;F;College;Single;Unknown;Blue;36;2;3;1152;31
713187033;Existing Customer;46;M;Uneducated;Married;$60K - $80K;Blue;36;3;2;1767;38
714791208;Existing Customer;47;F;Unknown;Divorced;Less than $40K;Blue;41;6;5;1039;24
772426383;Existing Customer;50;F;Uneducated;Married;$40K - $60K;Blue;40;5;2;1130;28
710975883;Existing Customer;51;F;Uneducated;Married;Less than $40K;Blue;43;3;1;1645;30
714264408;Existing Customer;47;F;Uneducated;Married;Less than $40K;Blue;36;4;1;1413;29
715827858;Existing Customer;58;F;Uneducated;Married;Less than $40K;Blue;47;3;3;1218;23
713741358;Attrited Customer;46;M;Graduate;Single;$80K - $120K;Blue;33;6;3;597;17
709531908;Existing Customer;53;M;High School;Married;$60K - $80K;Blue;47;5;2;2184;53
716493408;Existing Customer;45;F;Uneducated;Divorced;Unknown;Blue;36;4;3;1592;37
714141108;Existing Customer;52;F;High School;Married;Less than $40K;Blue;45;6;3;1388;28
708953883;Attrited Customer;53;M;Unknown;Married;$80K - $120K;Blue;36;2;2;757;20
712608783;Existing Customer;50;M;High School;Married;$80K - $120K;Silver;45;3;1;1504;34
820353558;Existing Customer;41;F;High School;Married;$40K - $60K;Blue;36;4;1;1503;34
714964758;Existing Customer;45;F;Graduate;Divorced;$40K - $60K;Blue;36;5;2;1105;28
716264358;Existing Customer;53;M;Uneducated;Married;$80K - $120K;Blue;42;2;1;2398;47
717296808;Existing Customer;67;F;Graduate;Married;Less than $40K;Blue;56;4;3;1661;32
712977183;Existing Customer;57;F;Uneducated;Single;$40K - $60K;Silver;36;6;3;1421;22
710829108;Existing Customer;59;F;Uneducated;Married;$40K - $60K;Blue;36;4;2;999;28
779562633;Existing Customer;45;M;Uneducated;Married;$40K - $60K;Blue;34;3;2;1387;18
715315833;Existing Customer;51;M;Graduate;Married;$80K - $120K;Blue;36;6;2;1243;24
815500983;Existing Customer;59;F;Uneducated;Married;Less than $40K;Blue;54;5;3;1860;36
719360583;Existing Customer;53;M;Graduate;Married;$60K - $80K;Blue;45;6;2;1502;25
709701558;Existing Customer;47;M;Graduate;Married;$60K - $80K;Blue;36;2;1;1460;50
721148358;Existing Customer;49;F;Uneducated;Single;Unknown;Blue;38;6;2;1348;27
779862408;Existing Customer;49;M;Post-Graduate;Single;$80K - $120K;Blue;33;3;1;1087;33
812627208;Existing Customer;60;F;College;Single;Less than $40K;Blue;55;5;1;1226;33
711033408;Existing Customer;50;F;High School;Married;Less than $40K;Blue;36;5;1;1230;28
779956608;Existing Customer;41;F;Post-Graduate;Married;Unknown;Blue;31;6;1;1555;32
780376683;Existing Customer;57;M;Graduate;Married;$80K - $120K;Blue;47;5;3;1827;24
717912483;Existing Customer;43;M;Graduate;Unknown;$80K - $120K;Blue;27;5;2;1376;35
714454758;Existing Customer;57;F;Graduate;Married;Less than $40K;Blue;47;4;2;1771;37
780466533;Existing Customer;54;M;Doctorate;Married;$120K +;Blue;41;3;3;1873;52
715735233;Existing Customer;51;F;Post-Graduate;Married;Less than $40K;Blue;44;5;1;1679;42
720476733;Existing Customer;47;F;High School;Married;Less than $40K;Blue;34;2;1;1002;22
715872333;Existing Customer;41;M;High School;Unknown;$120K +;Blue;36;3;2;1344;21
712375758;Existing Customer;53;M;Uneducated;Married;$80K - $120K;Blue;43;3;3;1461;42
708868233;Attrited Customer;68;M;High School;Married;Less than $40K;Blue;52;1;3;760;21
718030083;Existing Customer;59;M;College;Married;$60K - $80K;Blue;36;4;1;1428;22
720707283;Existing Customer;48;M;Unknown;Married;$80K - $120K;Blue;36;5;3;1777;42
771698658;Existing Customer;44;M;Graduate;Married;$60K - $80K;Blue;32;4;5;1302;27
748326258;Existing Customer;48;M;College;Married;$80K - $120K;Blue;41;4;5;1483;41
770817783;Existing Customer;47;M;Graduate;Married;$60K - $80K;Silver;33;3;2;1060;27
779353083;Existing Customer;47;M;Graduate;Married;$60K - $80K;Silver;32;4;2;1330;32
711441333;Existing Customer;43;F;High School;Divorced;Less than $40K;Silver;35;3;2;1229;27
719808558;Attrited Customer;55;F;Graduate;Married;Less than $40K;Blue;43;2;4;886;27
711551958;Attrited Customer;59;M;Post-Graduate;Married;$60K - $80K;Blue;46;3;3;844;24
809164083;Existing Customer;63;M;Graduate;Married;$40K - $60K;Blue;56;2;1;1450;37
820596183;Existing Customer;58;M;College;Married;$120K +;Blue;53;2;3;2311;48
715999608;Existing Customer;53;F;High School;Married;Less than $40K;Blue;36;4;1;1378;26
710565408;Existing Customer;59;M;Unknown;Unknown;$80K - $120K;Silver;40;3;2;1033;26
805543158;Existing Customer;52;M;Graduate;Married;$120K +;Blue;47;5;3;1523;40
709752183;Existing Customer;48;M;High School;Single;$60K - $80K;Blue;36;4;2;1374;37
716479233;Existing Customer;43;M;High School;Married;$40K - $60K;Blue;36;5;3;1080;21
713837058;Existing Customer;48;M;College;Single;Less than $40K;Blue;36;3;2;1234;24
718876683;Existing Customer;43;F;Graduate;Single;Less than $40K;Blue;31;5;2;1600;32
770746908;Existing Customer;44;M;Unknown;Married;$60K - $80K;Blue;30;5;1;1155;32
794843883;Existing Customer;41;M;High School;Married;$80K - $120K;Blue;35;6;1;1353;33
803043933;Existing Customer;44;F;Uneducated;Divorced;Less than $40K;Silver;38;4;1;1546;25
758076408;Existing Customer;50;M;Unknown;Single;$40K - $60K;Blue;43;2;1;1590;43
714606558;Existing Customer;60;F;Uneducated;Married;Less than $40K;Blue;36;5;1;1448;22
778425408;Existing Customer;44;M;Graduate;Single;$80K - $120K;Blue;24;5;3;1271;24
714171108;Existing Customer;48;F;Graduate;Divorced;$40K - $60K;Blue;39;6;2;1223;20
719662458;Existing Customer;44;F;Graduate;Divorced;Less than $40K;Blue;27;5;2;1117;29
713137233;Existing Customer;41;M;High School;Single;$80K - $120K;Blue;28;4;3;994;24
769425858;Existing Customer;45;M;College;Single;$60K - $80K;Blue;32;4;1;1468;26
711297483;Existing Customer;47;F;Uneducated;Divorced;Less than $40K;Silver;34;6;4;1658;38
788900883;Existing Customer;51;F;Graduate;Married;Less than $40K;Blue;36;3;1;1368;38
758348808;Existing Customer;51;M;Graduate;Married;$120K +;Blue;44;4;3;1218;18
772336458;Attrited Customer;60;F;Uneducated;Married;$40K - $60K;Blue;50;4;4;702;12
708711483;Existing Customer;57;M;Unknown;Married;$80K - $120K;Blue;46;2;3;1516;21
717906783;Existing Customer;41;M;Graduate;Single;$120K +;Blue;29;5;2;1310;26
719437908;Existing Customer;44;M;Post-Graduate;Divorced;$80K - $120K;Blue;36;6;2;1767;50
769433508;Existing Customer;43;M;College;Single;$60K - $80K;Blue;37;6;3;933;25
790096533;Existing Customer;55;M;College;Married;$60K - $80K;Blue;48;4;3;1512;27
720997383;Attrited Customer;52;M;Uneducated;Married;$80K - $120K;Blue;36;2;3;829;17
787541883;Existing Customer;44;M;Graduate;Unknown;$80K - $120K;Blue;33;3;3;1120;27
709930758;Existing Customer;41;M;Uneducated;Married;$40K - $60K;Blue;30;5;3;1506;33
789830058;Existing Customer;44;M;Unknown;Single;$80K - $120K;Blue;34;4;1;1384;36
710299608;Attrited Customer;53;F;Unknown;Married;Less than $40K;Blue;33;2;3;817;30
710741208;Existing Customer;39;M;High School;Single;$80K - $120K;Blue;36;4;2;2094;25
821797008;Attrited Customer;49;M;College;Married;$40K - $60K;Blue;45;2;2;815;21
708874533;Attrited Customer;45;F;College;Married;Less than $40K;Blue;36;1;3;510;24
715341858;Existing Customer;54;M;Graduate;Married;$80K - $120K;Blue;46;6;2;1377;49
793636308;Existing Customer;49;M;Uneducated;Single;$80K - $120K;Blue;43;2;2;1193;33
713779908;Existing Customer;46;F;Doctorate;Single;Unknown;Blue;36;6;3;1287;36
712125258;Attrited Customer;46;M;High School;Married;$120K +;Blue;30;3;3;701;19
709703433;Existing Customer;47;M;Graduate;Married;$60K - $80K;Blue;38;4;1;1770;25
721022433;Existing Customer;44;M;Doctorate;Single;$60K - $80K;Blue;36;5;1;1409;35
710103558;Existing Customer;50;M;Post-Graduate;Single;$120K +;Blue;31;4;1;1354;28
715952883;Existing Customer;73;M;High School;Married;$40K - $60K;Blue;36;5;3;1765;34
719731458;Existing Customer;56;M;Unknown;Unknown;$40K - $60K;Blue;46;6;3;1192;27
772390908;Attrited Customer;59;M;High School;Single;$40K - $60K;Blue;48;2;4;687;17
787348608;Existing Customer;70;M;High School;Married;Less than $40K;Blue;56;3;2;1227;15
709485033;Existing Customer;55;F;High School;Married;Less than $40K;Blue;36;4;3;1737;26
715432608;Existing Customer;43;M;Unknown;Single;$60K - $80K;Blue;36;4;1;1348;34
799471833;Existing Customer;45;M;Uneducated;Single;$120K +;Blue;39;4;2;1435;38
714187533;Existing Customer;45;F;Uneducated;Single;$40K - $60K;Blue;35;2;3;1321;28
779656908;Existing Customer;40;M;Graduate;Married;$40K - $60K;Blue;23;6;3;1479;29
788950158;Existing Customer;36;M;College;Unknown;$80K - $120K;Blue;22;2;2;1283;39
778867533;Attrited Customer;59;F;Post-Graduate;Married;$40K - $60K;Blue;40;1;4;689;23
710620383;Existing Customer;43;M;Unknown;Married;$60K - $80K;Blue;35;6;3;965;17
778661358;Existing Customer;46;F;Unknown;Married;Less than $40K;Blue;36;2;3;1541;40
789483333;Existing Customer;41;M;Uneducated;Married;$40K - $60K;Blue;32;5;1;1258;23
809855808;Existing Customer;51;F;Graduate;Married;Less than $40K;Blue;46;5;2;1339;20
718464258;Existing Customer;51;F;Unknown;Unknown;Less than $40K;Blue;25;2;2;1007;22
708528483;Existing Customer;43;F;Graduate;Divorced;Unknown;Blue;23;6;3;1387;33
771809733;Attrited Customer;64;F;High School;Married;$40K - $60K;Blue;53;1;3;960;18
719942883;Existing Customer;54;M;Graduate;Married;$60K - $80K;Blue;38;3;3;1119;18
807226683;Existing Customer;48;M;Unknown;Single;$40K - $60K;Blue;43;6;1;1642;41
717806133;Existing Customer;40;M;Uneducated;Divorced;$60K - $80K;Blue;29;5;3;1382;31
720615708;Existing Customer;57;M;Uneducated;Married;$40K - $60K;Blue;45;6;2;1232;32
714511758;Existing Customer;45;M;Graduate;Single;$80K - $120K;Blue;40;4;3;1542;16
715050408;Existing Customer;41;M;High School;Single;$80K - $120K;Blue;36;4;3;1094;32
721132233;Existing Customer;42;F;Uneducated;Married;Less than $40K;Blue;31;2;2;1217;30
719211558;Attrited Customer;45;M;Graduate;Single;$60K - $80K;Blue;36;1;1;744;18
712069008;Existing Customer;42;F;Uneducated;Married;Less than $40K;Blue;23;4;2;1614;33
715996983;Existing Customer;47;M;Uneducated;Divorced;$80K - $120K;Blue;30;5;2;1747;31
773466258;Existing Customer;48;F;High School;Married;$40K - $60K;Blue;42;3;1;1144;22
798983508;Existing Customer;43;M;Graduate;Single;$80K - $120K;Silver;37;4;3;1575;34
719117433;Existing Customer;41;M;High School;Unknown;$80K - $120K;Blue;36;4;3;1463;24
716451183;Existing Customer;54;F;Uneducated;Married;$40K - $60K;Blue;44;5;2;1706;21
718621608;Attrited Customer;54;F;High School;Married;Unknown;Blue;44;3;3;909;14
715085733;Existing Customer;61;M;Graduate;Married;$40K - $60K;Blue;52;3;1;2434;33
788977833;Existing Customer;61;M;Uneducated;Married;$80K - $120K;Blue;48;2;1;1876;41
720272958;Attrited Customer;48;M;High School;Married;$120K +;Blue;36;3;3;1000;25
708421833;Existing Customer;45;F;Graduate;Single;Less than $40K;Blue;36;6;3;1139;30
709173108;Attrited Customer;54;F;Graduate;Married;Unknown;Blue;40;6;2;799;21
709879458;Existing Customer;54;F;Doctorate;Married;Unknown;Blue;46;2;2;1881;45
715120608;Existing Customer;44;M;Graduate;Single;$60K - $80K;Blue;37;2;3;1273;27
770632758;Existing Customer;50;F;Doctorate;Single;Unknown;Blue;36;2;3;1328;33
779078733;Existing Customer;55;M;Doctorate;Married;$60K - $80K;Blue;36;3;4;1579;36
771742533;Existing Customer;48;M;Graduate;Unknown;$40K - $60K;Blue;36;5;1;937;28
720250158;Existing Customer;45;M;College;Single;$60K - $80K;Blue;33;6;3;1749;37
716458983;Existing Customer;60;M;High School;Married;$40K - $60K;Blue;36;5;1;1424;29
713747733;Existing Customer;55;M;High School;Married;$40K - $60K;Blue;47;5;3;2011;41
712270158;Existing Customer;62;F;High School;Married;$40K - $60K;Blue;52;5;2;1208;31
789562383;Existing Customer;38;F;High School;Unknown;Less than $40K;Blue;30;2;3;1259;24
754897008;Existing Customer;46;M;High School;Single;$40K - $60K;Blue;39;2;3;1319;26
819700533;Existing Customer;50;M;High School;Single;$120K +;Silver;45;5;2;949;27
712890408;Existing Customer;45;M;Uneducated;Married;$60K - $80K;Blue;36;5;3;1338;30
720248208;Existing Customer;47;M;Post-Graduate;Divorced;$60K - $80K;Blue;37;6;3;1554;26
779749908;Existing Customer;48;M;College;Married;$60K - $80K;Gold;33;2;2;1350;32
717401883;Existing Customer;35;M;Uneducated;Married;$60K - $80K;Blue;22;5;2;1694;44
721509558;Existing Customer;51;M;Graduate;Married;$120K +;Blue;42;3;3;1678;40
